;id;open tasks;sink;source;time;x;y
1078;39;[1];(11, 7);(0, 10);55;5;11
1079;40;[3];(11, 7);(0, 4);55;3;2
1080;20;[3];(11, 4);(0, 10);56;6;8
1081;22;;(11, 7);(0, 10);56;10;3
1082;23;;(11, 7);(0, 1);56;5;3
1083;24;;(11, 7);(0, 10);56;7;4
1084;25;;(11, 10);(0, 4);56;11;8
1085;26;;(11, 1);(0, 4);56;3;0
1086;27;;(11, 7);(0, 10);56;4;3
1087;28;;(11, 10);(0, 1);56;11;6
1088;30;;(11, 7);(0, 10);56;3;3
1089;31;;(11, 4);(0, 7);56;4;3
1090;32;;(11, 10);(0, 4);56;5;4
1091;33;;(11, 1);(0, 1);56;5;1
1092;34;;(11, 7);(0, 1);56;8;7
1093;36;;(11, 7);(0, 7);56;4;2
1094;37;[1];(11, 1);(0, 4);56;3;2
1095;38;[1];(11, 4);(0, 4);56;3;1
1096;39;[1];(11, 7);(0, 10);56;5;10
1097;40;[3];(11, 7);(0, 4);56;3;2
1098;41;[3],[3];(11, 7);(0, 4);56;0;4
1099;42;[1],[2];(11, 4);(0, 10);56;0;10
1100;20;[3];(11, 4);(0, 10);57;6;7
1101;22;;(11, 7);(0, 10);57;10;4
1102;23;;(11, 7);(0, 1);57;6;3
1103;24;;(11, 7);(0, 10);57;7;5
1104;25;;(11, 10);(0, 4);57;11;9
1105;26;;(11, 1);(0, 4);57;3;1
1106;27;;(11, 7);(0, 10);57;5;3
1107;28;;(11, 10);(0, 1);57;11;7
1108;30;;(11, 7);(0, 10);57;4;3
1109;31;;(11, 4);(0, 7);57;4;4
1110;32;;(11, 10);(0, 4);57;5;5
1111;33;;(11, 1);(0, 1);57;6;1
1112;34;;(11, 7);(0, 1);57;9;7
1113;36;;(11, 7);(0, 7);57;4;3
1114;37;[1];(11, 1);(0, 4);57;3;2
1115;38;[1];(11, 4);(0, 4);57;3;2
1116;39;[1];(11, 7);(0, 10);57;5;10
1117;40;;(11, 7);(0, 4);57;3;2
1118;41;[3],[3];(11, 7);(0, 4);57;0;3
1119;42;[1],[2];(11, 4);(0, 10);57;1;10
1120;20;[3];(11, 4);(0, 10);58;6;6
1121;22;;(11, 7);(0, 10);58;11;4
1122;23;;(11, 7);(0, 1);58;6;4
1123;24;;(11, 7);(0, 10);58;7;6
1124;26;;(11, 1);(0, 4);58;4;1
1125;27;;(11, 7);(0, 10);58;6;3
1126;28;;(11, 10);(0, 1);58;11;8
1127;30;;(11, 7);(0, 10);58;5;3
1128;31;;(11, 4);(0, 7);58;5;4
1129;32;;(11, 10);(0, 4);58;6;5
1130;33;;(11, 1);(0, 1);58;7;1
1131;34;;(11, 7);(0, 1);58;10;7
1132;36;;(11, 7);(0, 7);58;5;3
1133;37;[1];(11, 1);(0, 4);58;3;2
1134;38;[1];(11, 4);(0, 4);58;3;2
1135;39;[1];(11, 7);(0, 10);58;5;10
1136;40;;(11, 7);(0, 4);58;4;2
1137;41;[3],[3];(11, 7);(0, 4);58;1;3
1138;42;[1],[2];(11, 4);(0, 10);58;1;9
1139;43;[2],[1];(11, 4);(0, 10);58;0;10
1140;20;[3];(11, 4);(0, 10);59;6;5
1141;22;;(11, 7);(0, 10);59;11;5
1142;23;;(11, 7);(0, 1);59;7;4
1143;24;;(11, 7);(0, 10);59;8;6
1144;26;;(11, 1);(0, 4);59;5;1
1145;27;;(11, 7);(0, 10);59;6;4
1146;28;;(11, 10);(0, 1);59;11;9
1147;30;;(11, 7);(0, 10);59;6;3
1148;31;;(11, 4);(0, 7);59;6;4
1149;32;;(11, 10);(0, 4);59;7;5
1150;33;;(11, 1);(0, 1);59;8;1
1151;36;;(11, 7);(0, 7);59;6;3
1152;37;[1];(11, 1);(0, 4);59;3;2
1153;38;[1];(11, 4);(0, 4);59;3;3
1154;39;[1];(11, 7);(0, 10);59;5;10
1155;40;;(11, 7);(0, 4);59;4;3
1156;41;[3],[3];(11, 7);(0, 4);59;1;2
1157;42;[1],[2];(11, 4);(0, 10);59;2;9
1158;43;[2],[1];(11, 4);(0, 10);59;0;11
1159;44;[3],[3];(11, 4);(0, 4);59;0;4
1160;20;[3];(11, 4);(0, 10);60;6;4
1161;22;;(11, 7);(0, 10);60;11;6
1162;23;;(11, 7);(0, 1);60;7;5
1163;24;;(11, 7);(0, 10);60;8;7
1164;26;;(11, 1);(0, 4);60;6;1
1165;27;;(11, 7);(0, 10);60;7;4
1166;30;;(11, 7);(0, 10);60;6;4
1167;31;;(11, 4);(0, 7);60;7;4
1168;32;;(11, 10);(0, 4);60;8;5
1169;33;;(11, 1);(0, 1);60;9;1
1170;36;;(11, 7);(0, 7);60;6;4
1171;37;[1];(11, 1);(0, 4);60;3;2
1172;38;;(11, 4);(0, 4);60;3;3
1173;39;[1];(11, 7);(0, 10);60;5;9
1174;40;;(11, 7);(0, 4);60;5;3
1175;41;[3],[3];(11, 7);(0, 4);60;2;2
1176;42;[1],[2];(11, 4);(0, 10);60;3;9
1177;43;[2],[1];(11, 4);(0, 10);60;1;11
1178;44;[3],[3];(11, 4);(0, 4);60;0;3
1179;45;[1],[2];(11, 7);(0, 4);60;0;4
1180;20;[3];(11, 4);(0, 10);61;6;3
1181;23;;(11, 7);(0, 1);61;7;6
1182;24;;(11, 7);(0, 10);61;9;7
1183;26;;(11, 1);(0, 4);61;7;1
1184;27;;(11, 7);(0, 10);61;7;5
1185;30;;(11, 7);(0, 10);61;7;4
1186;31;;(11, 4);(0, 7);61;8;4
1187;32;;(11, 10);(0, 4);61;9;5
1188;33;;(11, 1);(0, 1);61;10;1
1189;36;;(11, 7);(0, 7);61;7;4
1190;37;[1];(11, 1);(0, 4);61;3;2
1191;38;;(11, 4);(0, 4);61;4;3
1192;39;;(11, 7);(0, 10);61;5;9
1193;40;;(11, 7);(0, 4);61;6;3
1194;41;[3],[3];(11, 7);(0, 4);61;2;2
1195;42;[1],[2];(11, 4);(0, 10);61;4;9
1196;43;[2],[1];(11, 4);(0, 10);61;2;11
1197;44;[3],[3];(11, 4);(0, 4);61;1;3
1198;45;[1],[2];(11, 7);(0, 4);61;1;4
1199;46;[2],[3];(11, 10);(0, 10);61;0;10
1200;20;[3];(11, 4);(0, 10);62;6;2
1201;23;;(11, 7);(0, 1);62;8;6
1202;24;;(11, 7);(0, 10);62;10;7
1203;26;;(11, 1);(0, 4);62;8;1
1204;27;;(11, 7);(0, 10);62;7;6
1205;30;;(11, 7);(0, 10);62;7;5
1206;31;;(11, 4);(0, 7);62;9;4
1207;32;;(11, 10);(0, 4);62;10;5
1208;36;;(11, 7);(0, 7);62;7;5
1209;37;[1];(11, 1);(0, 4);62;3;2
1210;38;;(11, 4);(0, 4);62;4;4
1211;39;;(11, 7);(0, 10);62;6;9
1212;40;;(11, 7);(0, 4);62;6;4
1213;41;[3],[3];(11, 7);(0, 4);62;2;2
1214;42;[1],[2];(11, 4);(0, 10);62;4;9
1215;43;[2],[1];(11, 4);(0, 10);62;3;11
1216;44;[3],[3];(11, 4);(0, 4);62;1;2
1217;45;[1],[2];(11, 7);(0, 4);62;2;4
1218;46;[2],[3];(11, 10);(0, 10);62;0;11
1219;47;[3],[3];(11, 10);(0, 1);62;0;1
1220;20;[3];(11, 4);(0, 10);63;6;1
1221;23;;(11, 7);(0, 1);63;8;7
1222;26;;(11, 1);(0, 4);63;9;1
1223;27;;(11, 7);(0, 10);63;8;6
1224;30;;(11, 7);(0, 10);63;7;6
1225;31;;(11, 4);(0, 7);63;10;4
1226;32;;(11, 10);(0, 4);63;11;5
1227;36;;(11, 7);(0, 7);63;7;6
1228;37;[1];(11, 1);(0, 4);63;3;2
1229;38;;(11, 4);(0, 4);63;5;4
1230;39;;(11, 7);(0, 10);63;6;8
1231;40;;(11, 7);(0, 4);63;7;4
1232;41;[3],[3];(11, 7);(0, 4);63;2;2
1233;42;[1],[2];(11, 4);(0, 10);63;5;9
1234;43;[2],[1];(11, 4);(0, 10);63;4;11
1235;44;[3],[3];(11, 4);(0, 4);63;2;2
1236;45;[1],[2];(11, 7);(0, 4);63;3;4
1237;46;[2],[3];(11, 10);(0, 10);63;1;11
1238;47;[3],[3];(11, 10);(0, 1);63;1;1
1239;48;[1],[2];(11, 1);(0, 7);63;0;7
1240;20;[3];(11, 4);(0, 10);64;6;1
1241;23;;(11, 7);(0, 1);64;9;7
1242;26;;(11, 1);(0, 4);64;10;1
1243;27;;(11, 7);(0, 10);64;8;7
1244;30;;(11, 7);(0, 10);64;8;6
1245;32;;(11, 10);(0, 4);64;11;6
1246;36;;(11, 7);(0, 7);64;8;6
1247;37;[1];(11, 1);(0, 4);64;3;3
1248;38;;(11, 4);(0, 4);64;6;4
1249;39;;(11, 7);(0, 10);64;6;7
1250;40;;(11, 7);(0, 4);64;7;5
1251;41;[3],[3];(11, 7);(0, 4);64;2;2
1252;42;[1],[2];(11, 4);(0, 10);64;5;9
1253;43;[2],[1];(11, 4);(0, 10);64;5;11
1254;44;[3],[3];(11, 4);(0, 4);64;2;2
1255;45;[1],[2];(11, 7);(0, 4);64;3;4
1256;46;[2],[3];(11, 10);(0, 10);64;2;11
1257;47;[3],[3];(11, 10);(0, 1);64;2;1
1258;48;[1],[2];(11, 1);(0, 7);64;0;8
1259;49;[3],[2];(11, 10);(0, 1);64;0;1
1260;20;;(11, 4);(0, 10);65;6;1
1261;23;;(11, 7);(0, 1);65;10;7
1262;27;;(11, 7);(0, 10);65;9;7
1263;30;;(11, 7);(0, 10);65;8;7
1264;32;;(11, 10);(0, 4);65;11;7
1265;36;;(11, 7);(0, 7);65;8;7
1266;37;;(11, 1);(0, 4);65;3;3
1267;38;;(11, 4);(0, 4);65;7;4
1268;39;;(11, 7);(0, 10);65;7;7
1269;40;;(11, 7);(0, 4);65;7;6
1270;41;[3],[3];(11, 7);(0, 4);65;2;2
1271;42;[2];(11, 4);(0, 10);65;5;9
1272;43;[2],[1];(11, 4);(0, 10);65;5;11
1273;44;[3],[3];(11, 4);(0, 4);65;3;2
1274;45;[1],[2];(11, 7);(0, 4);65;3;3
1275;46;[2],[3];(11, 10);(0, 10);65;3;11
1276;47;[3],[3];(11, 10);(0, 1);65;3;1
1277;48;[1],[2];(11, 1);(0, 7);65;0;9
1278;49;[3],[2];(11, 10);(0, 1);65;1;1
1279;50;[2],[2];(11, 4);(0, 1);65;0;1
1280;20;;(11, 4);(0, 10);66;6;2
1281;27;;(11, 7);(0, 10);66;10;7
1282;30;;(11, 7);(0, 10);66;9;7
1283;32;;(11, 10);(0, 4);66;11;8
1284;36;;(11, 7);(0, 7);66;9;7
1285;37;;(11, 1);(0, 4);66;4;3
1286;38;;(11, 4);(0, 4);66;8;4
1287;39;;(11, 7);(0, 10);66;8;7
1288;40;;(11, 7);(0, 4);66;8;6
1289;41;[3],[3];(11, 7);(0, 4);66;2;2
1290;42;[2];(11, 4);(0, 10);66;6;9
1291;43;[2],[1];(11, 4);(0, 10);66;5;11
1292;44;[3];(11, 4);(0, 4);66;3;2
1293;45;[2];(11, 7);(0, 4);66;3;3
1294;46;[2],[3];(11, 10);(0, 10);66;4;11
1295;47;[3],[3];(11, 10);(0, 1);66;3;1
1296;48;[1],[2];(11, 1);(0, 7);66;1;9
1297;49;[3],[2];(11, 10);(0, 1);66;2;1
1298;50;[2],[2];(11, 4);(0, 1);66;1;1
1299;51;[3],[3];(11, 4);(0, 1);66;0;1
1300;20;;(11, 4);(0, 10);67;7;2
1301;30;;(11, 7);(0, 10);67;10;7
1302;32;;(11, 10);(0, 4);67;11;9
1303;36;;(11, 7);(0, 7);67;10;7
1304;37;;(11, 1);(0, 4);67;4;2
1305;38;;(11, 4);(0, 4);67;9;4
1306;39;;(11, 7);(0, 10);67;9;7
1307;40;;(11, 7);(0, 4);67;8;7
1308;41;[3],[3];(11, 7);(0, 4);67;2;2
1309;42;[2];(11, 4);(0, 10);67;6;10
1310;43;[2],[1];(11, 4);(0, 10);67;5;11
1311;44;;(11, 4);(0, 4);67;3;2
1312;45;[2];(11, 7);(0, 4);67;3;2
1313;46;[2],[3];(11, 10);(0, 10);67;5;11
1314;47;[3],[3];(11, 10);(0, 1);67;3;1
1315;48;[1],[2];(11, 1);(0, 7);67;2;9
1316;49;[3],[2];(11, 10);(0, 1);67;3;1
1317;50;[2],[2];(11, 4);(0, 1);67;2;1
1318;51;[3],[3];(11, 4);(0, 1);67;1;1
1319;52;[1],[1];(11, 10);(0, 10);67;0;10
1320;20;;(11, 4);(0, 10);68;8;2
1321;37;;(11, 1);(0, 4);68;4;1
1322;38;;(11, 4);(0, 4);68;10;4
1323;39;;(11, 7);(0, 10);68;10;7
1324;40;;(11, 7);(0, 4);68;9;7
1325;41;[3],[3];(11, 7);(0, 4);68;3;2
1326;42;[2];(11, 4);(0, 10);68;6;11
1327;43;[2],[1];(11, 4);(0, 10);68;5;11
1328;44;;(11, 4);(0, 4);68;4;2
1329;45;[2];(11, 7);(0, 4);68;3;1
1330;46;[2],[3];(11, 10);(0, 10);68;6;11
1331;47;[3],[3];(11, 10);(0, 1);68;3;1
1332;48;[1],[2];(11, 1);(0, 7);68;3;9
1333;49;[3],[2];(11, 10);(0, 1);68;3;1
1334;50;[2],[2];(11, 4);(0, 1);68;2;0
1335;51;[3],[3];(11, 4);(0, 1);68;2;1
1336;52;[1],[1];(11, 10);(0, 10);68;1;10
1337;53;[1],[3];(11, 4);(0, 1);68;0;1
1338;54;[2],[1];(11, 1);(0, 4);68;0;4
1339;55;[2],[2];(11, 10);(0, 7);68;0;7
1340;20;;(11, 4);(0, 10);69;8;3
1341;37;;(11, 1);(0, 4);69;5;1
1342;40;;(11, 7);(0, 4);69;10;7
1343;41;[3];(11, 7);(0, 4);69;3;2
1344;42;[2];(11, 4);(0, 10);69;6;11
1345;43;[2],[1];(11, 4);(0, 10);69;5;11
1346;44;;(11, 4);(0, 4);69;4;3
1347;45;[2];(11, 7);(0, 4);69;3;1
1348;46;[3];(11, 10);(0, 10);69;6;11
1349;47;[3],[3];(11, 10);(0, 1);69;3;2
1350;48;[1],[2];(11, 1);(0, 7);69;4;9
1351;49;[3],[2];(11, 10);(0, 1);69;3;1
1352;50;[2],[2];(11, 4);(0, 1);69;3;0
1353;51;[3],[3];(11, 4);(0, 1);69;3;1
1354;52;[1],[1];(11, 10);(0, 10);69;1;9
1355;53;[1],[3];(11, 4);(0, 1);69;0;2
1356;54;[2],[1];(11, 1);(0, 4);69;0;3
1357;55;[2],[2];(11, 10);(0, 7);69;0;6
1358;56;[2],[3];(11, 10);(0, 10);69;0;10
1359;57;[2],[3];(11, 1);(0, 4);69;0;4
1360;20;;(11, 4);(0, 10);70;8;4
1361;37;;(11, 1);(0, 4);70;6;1
1362;41;;(11, 7);(0, 4);70;3;2
1363;42;;(11, 4);(0, 10);70;6;11
1364;43;[2],[1];(11, 4);(0, 10);70;5;11
1365;44;;(11, 4);(0, 4);70;4;4
1366;45;[2];(11, 7);(0, 4);70;3;2
1367;46;[3];(11, 10);(0, 10);70;6;10
1368;47;[3],[3];(11, 10);(0, 1);70;3;2
1369;48;[1],[2];(11, 1);(0, 7);70;5;9
1370;49;[3],[2];(11, 10);(0, 1);70;4;1
1371;50;[2];(11, 4);(0, 1);70;3;0
1372;51;[3],[3];(11, 4);(0, 1);70;3;1
1373;52;[1],[1];(11, 10);(0, 10);70;2;9
1374;53;[1],[3];(11, 4);(0, 1);70;0;3
1375;54;[2],[1];(11, 1);(0, 4);70;0;2
1376;55;[2],[2];(11, 10);(0, 7);70;1;6
1377;56;[2],[3];(11, 10);(0, 10);70;0;11
1378;57;[2],[3];(11, 1);(0, 4);70;0;3
1379;58;[1],[2];(11, 1);(0, 4);70;0;4
1380;20;;(11, 4);(0, 10);71;9;4
1381;37;;(11, 1);(0, 4);71;7;1
1382;41;;(11, 7);(0, 4);71;4;2
1383;42;;(11, 4);(0, 10);71;6;10
1384;43;[2],[1];(11, 4);(0, 10);71;6;11
1385;44;;(11, 4);(0, 4);71;5;4
1386;45;[2];(11, 7);(0, 4);71;3;1
1387;46;[3];(11, 10);(0, 10);71;6;9
1388;47;[3],[3];(11, 10);(0, 1);71;3;2
1389;48;[2];(11, 1);(0, 7);71;5;9
1390;49;[3],[2];(11, 10);(0, 1);71;4;2
1391;50;;(11, 4);(0, 1);71;3;0
1392;51;[3],[3];(11, 4);(0, 1);71;3;1
1393;52;[1],[1];(11, 10);(0, 10);71;3;9
1394;53;[1],[3];(11, 4);(0, 1);71;1;3
1395;54;[2],[1];(11, 1);(0, 4);71;1;2
1396;55;[2],[2];(11, 10);(0, 7);71;2;6
1397;56;[2],[3];(11, 10);(0, 10);71;1;11
1398;57;[2],[3];(11, 1);(0, 4);71;0;2
1399;58;[1],[2];(11, 1);(0, 4);71;1;4
1400;20;;(11, 4);(0, 10);72;10;4
1401;37;;(11, 1);(0, 4);72;8;1
1402;41;;(11, 7);(0, 4);72;4;3
1403;42;;(11, 4);(0, 10);72;7;10
1404;43;[2],[1];(11, 4);(0, 10);72;6;11
1405;44;;(11, 4);(0, 4);72;6;4
1406;45;[2];(11, 7);(0, 4);72;3;0
1407;46;[3];(11, 10);(0, 10);72;6;8
1408;47;[3];(11, 10);(0, 1);72;3;2
1409;48;[2];(11, 1);(0, 7);72;6;9
1410;49;[3],[2];(11, 10);(0, 1);72;4;2
1411;50;;(11, 4);(0, 1);72;4;0
1412;51;[3],[3];(11, 4);(0, 1);72;3;1
1413;52;[1],[1];(11, 10);(0, 10);72;4;9
1414;53;[1],[3];(11, 4);(0, 1);72;2;3
1415;54;[2],[1];(11, 1);(0, 4);72;2;2
1416;55;[2],[2];(11, 10);(0, 7);72;2;5
1417;56;[2],[3];(11, 10);(0, 10);72;2;11
1418;57;[2],[3];(11, 1);(0, 4);72;1;2
1419;58;[1],[2];(11, 1);(0, 4);72;2;4
1420;37;;(11, 1);(0, 4);73;9;1
1421;41;;(11, 7);(0, 4);73;5;3
1422;42;;(11, 4);(0, 10);73;8;10
1423;43;[1];(11, 4);(0, 10);73;6;11
1424;44;;(11, 4);(0, 4);73;7;4
1425;45;;(11, 7);(0, 4);73;3;0
1426;46;[3];(11, 10);(0, 10);73;6;7
1427;47;[3];(11, 10);(0, 1);73;3;2
1428;48;[2];(11, 1);(0, 7);73;6;10
1429;49;[3],[2];(11, 10);(0, 1);73;3;2
1430;50;;(11, 4);(0, 1);73;5;0
1431;51;[3],[3];(11, 4);(0, 1);73;3;1
1432;52;[1],[1];(11, 10);(0, 10);73;5;9
1433;53;[1],[3];(11, 4);(0, 1);73;2;3
1434;54;[2],[1];(11, 1);(0, 4);73;2;1
1435;55;[2],[2];(11, 10);(0, 7);73;2;4
1436;56;[2],[3];(11, 10);(0, 10);73;3;11
1437;57;[2],[3];(11, 1);(0, 4);73;2;2
1438;58;[1],[2];(11, 1);(0, 4);73;3;4
1439;59;[1],[2];(11, 4);(0, 4);73;0;4
1440;37;;(11, 1);(0, 4);74;10;1
1441;41;;(11, 7);(0, 4);74;6;3
1442;42;;(11, 4);(0, 10);74;9;10
1443;43;[1];(11, 4);(0, 10);74;5;11
1444;44;;(11, 4);(0, 4);74;8;4
1445;45;;(11, 7);(0, 4);74;3;1
1446;46;[3];(11, 10);(0, 10);74;6;6
1447;47;;(11, 10);(0, 1);74;3;2
1448;48;[2];(11, 1);(0, 7);74;6;11
1449;49;[3],[2];(11, 10);(0, 1);74;3;2
1450;50;;(11, 4);(0, 1);74;5;1
1451;51;[3],[3];(11, 4);(0, 1);74;3;1
1452;52;[1];(11, 10);(0, 10);74;5;9
1453;53;[1],[3];(11, 4);(0, 1);74;2;3
1454;54;[2],[1];(11, 1);(0, 4);74;2;0
1455;55;[2],[2];(11, 10);(0, 7);74;3;4
1456;56;[2],[3];(11, 10);(0, 10);74;4;11
1457;57;[2],[3];(11, 1);(0, 4);74;2;1
1458;58;[1],[2];(11, 1);(0, 4);74;3;4
1459;59;[1],[2];(11, 4);(0, 4);74;1;4
1460;41;;(11, 7);(0, 4);75;6;4
1461;42;;(11, 4);(0, 10);75;10;10
1462;43;[1];(11, 4);(0, 10);75;5;10
1463;44;;(11, 4);(0, 4);75;9;4
1464;45;;(11, 7);(0, 4);75;3;2
1465;46;[3];(11, 10);(0, 10);75;6;5
1466;47;;(11, 10);(0, 1);75;4;2
1467;48;;(11, 1);(0, 7);75;6;11
1468;49;[2];(11, 10);(0, 1);75;3;2
1469;50;;(11, 4);(0, 1);75;5;2
1470;51;[3],[3];(11, 4);(0, 1);75;3;1
1471;52;;(11, 10);(0, 10);75;5;9
1472;53;[1],[3];(11, 4);(0, 1);75;3;3
1473;54;[2],[1];(11, 1);(0, 4);75;2;0
1474;55;[2],[2];(11, 10);(0, 7);75;3;3
1475;56;[2],[3];(11, 10);(0, 10);75;5;11
1476;57;[2],[3];(11, 1);(0, 4);75;2;0
1477;58;[1],[2];(11, 1);(0, 4);75;3;4
1478;59;[1],[2];(11, 4);(0, 4);75;2;4
1479;60;[1],[1];(11, 1);(0, 7);75;0;7
1480;41;;(11, 7);(0, 4);76;7;4
1481;42;;(11, 4);(0, 10);76;11;10
1482;43;[1];(11, 4);(0, 10);76;5;10
1483;44;;(11, 4);(0, 4);76;10;4
1484;45;;(11, 7);(0, 4);76;4;2
1485;46;[3];(11, 10);(0, 10);76;6;4
1486;47;;(11, 10);(0, 1);76;5;2
1487;48;;(11, 1);(0, 7);76;6;10
1488;49;[2];(11, 10);(0, 1);76;3;1
1489;50;;(11, 4);(0, 1);76;6;2
1490;51;[3],[3];(11, 4);(0, 1);76;3;2
1491;52;;(11, 10);(0, 10);76;6;9
1492;53;[3];(11, 4);(0, 1);76;3;3
1493;54;[2],[1];(11, 1);(0, 4);76;2;0
1494;55;[2],[2];(11, 10);(0, 7);76;3;2
1495;56;[2],[3];(11, 10);(0, 10);76;6;11
1496;57;[2],[3];(11, 1);(0, 4);76;3;0
1497;58;[1],[2];(11, 1);(0, 4);76;3;3
1498;59;[1],[2];(11, 4);(0, 4);76;3;4
1499;60;[1],[1];(11, 1);(0, 7);76;0;8
1500;41;;(11, 7);(0, 4);77;7;5
1501;42;;(11, 4);(0, 10);77;11;9
1502;43;[1];(11, 4);(0, 10);77;5;10
1503;45;;(11, 7);(0, 4);77;4;3
1504;46;[3];(11, 10);(0, 10);77;6;3
1505;47;;(11, 10);(0, 1);77;5;3
1506;48;;(11, 1);(0, 7);77;6;9
1507;49;[2];(11, 10);(0, 1);77;3;0
1508;50;;(11, 4);(0, 1);77;7;2
1509;51;[3],[3];(11, 4);(0, 1);77;3;2
1510;52;;(11, 10);(0, 10);77;7;9
1511;53;[3];(11, 4);(0, 1);77;3;3
1512;54;[2],[1];(11, 1);(0, 4);77;3;0
1513;55;[2],[2];(11, 10);(0, 7);77;3;1
1514;56;[3];(11, 10);(0, 10);77;6;11
1515;57;[2],[3];(11, 1);(0, 4);77;3;0
1516;58;[1],[2];(11, 1);(0, 4);77;3;3
1517;59;[1],[2];(11, 4);(0, 4);77;3;3
1518;60;[1],[1];(11, 1);(0, 7);77;0;9
1519;61;[1],[1];(11, 7);(0, 10);77;0;10
1520;41;;(11, 7);(0, 4);78;7;6
1521;42;;(11, 4);(0, 10);78;11;8
1522;43;[1];(11, 4);(0, 10);78;5;9
1523;45;;(11, 7);(0, 4);78;5;3
1524;46;[3];(11, 10);(0, 10);78;6;2
1525;47;;(11, 10);(0, 1);78;5;4
1526;48;;(11, 1);(0, 7);78;7;9
1527;49;[2];(11, 10);(0, 1);78;3;0
1528;50;;(11, 4);(0, 1);78;8;2
1529;51;[3];(11, 4);(0, 1);78;3;2
1530;52;;(11, 10);(0, 10);78;8;9
1531;53;[3];(11, 4);(0, 1);78;3;3
1532;54;[2],[1];(11, 1);(0, 4);78;3;0
1533;55;[2],[2];(11, 10);(0, 7);78;3;1
1534;56;[3];(11, 10);(0, 10);78;6;10
1535;57;[2],[3];(11, 1);(0, 4);78;3;0
1536;58;[2];(11, 1);(0, 4);78;3;3
1537;59;[1],[2];(11, 4);(0, 4);78;3;3
1538;60;[1],[1];(11, 1);(0, 7);78;1;9
1539;61;[1],[1];(11, 7);(0, 10);78;1;10
1540;41;;(11, 7);(0, 4);79;8;6
1541;42;;(11, 4);(0, 10);79;11;7
1542;43;;(11, 4);(0, 10);79;5;9
1543;45;;(11, 7);(0, 4);79;6;3
1544;46;[3];(11, 10);(0, 10);79;6;1
1545;47;;(11, 10);(0, 1);79;5;5
1546;48;;(11, 1);(0, 7);79;7;8
1547;49;;(11, 10);(0, 1);79;3;0
1548;50;;(11, 4);(0, 1);79;8;3
1549;51;;(11, 4);(0, 1);79;3;2
1550;52;;(11, 10);(0, 10);79;9;9
1551;53;[3];(11, 4);(0, 1);79;3;2
1552;54;[2],[1];(11, 1);(0, 4);79;3;0
1553;55;[2],[2];(11, 10);(0, 7);79;3;0
1554;56;[3];(11, 10);(0, 10);79;6;9
1555;57;[2],[3];(11, 1);(0, 4);79;3;0
1556;58;[2];(11, 1);(0, 4);79;3;2
1557;59;[2];(11, 4);(0, 4);79;3;3
1558;60;[1],[1];(11, 1);(0, 7);79;2;9
1559;61;[1],[1];(11, 7);(0, 10);79;1;9
1560;41;;(11, 7);(0, 4);80;8;7
1561;42;;(11, 4);(0, 10);80;11;6
1562;43;;(11, 4);(0, 10);80;5;8
1563;45;;(11, 7);(0, 4);80;6;4
1564;46;;(11, 10);(0, 10);80;6;1
1565;47;;(11, 10);(0, 1);80;6;5
1566;48;;(11, 1);(0, 7);80;8;8
1567;49;;(11, 10);(0, 1);80;3;1
1568;50;;(11, 4);(0, 1);80;8;4
1569;51;;(11, 4);(0, 1);80;4;2
1570;52;;(11, 10);(0, 10);80;10;9
1571;53;;(11, 4);(0, 1);80;3;2
1572;54;[1];(11, 1);(0, 4);80;3;0
1573;55;[2],[2];(11, 10);(0, 7);80;3;0
1574;56;[3];(11, 10);(0, 10);80;6;8
1575;57;[2],[3];(11, 1);(0, 4);80;3;0
1576;58;[2];(11, 1);(0, 4);80;3;1
1577;59;[2];(11, 4);(0, 4);80;3;2
1578;60;[1],[1];(11, 1);(0, 7);80;3;9
1579;61;[1],[1];(11, 7);(0, 10);80;2;9
1580;41;;(11, 7);(0, 4);81;9;7
1581;42;;(11, 4);(0, 10);81;11;5
1582;43;;(11, 4);(0, 10);81;5;7
1583;45;;(11, 7);(0, 4);81;7;4
1584;46;;(11, 10);(0, 10);81;7;1
1585;47;;(11, 10);(0, 1);81;7;5
1586;48;;(11, 1);(0, 7);81;8;7
1587;49;;(11, 10);(0, 1);81;4;1
1588;50;;(11, 4);(0, 1);81;9;4
1589;51;;(11, 4);(0, 1);81;4;3
1590;52;;(11, 10);(0, 10);81;11;9
1591;53;;(11, 4);(0, 1);81;4;2
1592;54;[1];(11, 1);(0, 4);81;3;1
1593;55;[2];(11, 10);(0, 7);81;3;0
1594;56;[3];(11, 10);(0, 10);81;6;7
1595;57;[2],[3];(11, 1);(0, 4);81;3;0
1596;58;[2];(11, 1);(0, 4);81;3;1
1597;59;[2];(11, 4);(0, 4);81;3;1
1598;60;[1],[1];(11, 1);(0, 7);81;4;9
1599;61;[1],[1];(11, 7);(0, 10);81;3;9
1600;41;;(11, 7);(0, 4);82;10;7
1601;43;;(11, 4);(0, 10);82;5;6
1602;45;;(11, 7);(0, 4);82;7;5
1603;46;;(11, 10);(0, 10);82;8;1
1604;47;;(11, 10);(0, 1);82;8;5
1605;48;;(11, 1);(0, 7);82;8;6
1606;49;;(11, 10);(0, 1);82;4;2
1607;50;;(11, 4);(0, 1);82;10;4
1608;51;;(11, 4);(0, 1);82;4;4
1609;53;;(11, 4);(0, 1);82;4;3
1610;54;[1];(11, 1);(0, 4);82;3;2
1611;55;[2];(11, 10);(0, 7);82;3;0
